first_appeared_in_issue,name,origin,publisher
"""Where Lurks The Chimera!""",Davd Eshcol,Human,Marvel
Night of the She-Demon,Shiela Whittier,Human,Marvel
Necromancing,Verdelet,Other,Marvel
A Spectre from the Past!,Armak,Human,Marvel
Armageddon!,Prime Mover,Robot,Marvel
The Menace From Mars,Betty Dean,Human,Marvel
All Pieces of Fear!,The Night Creature,Animal,Marvel
The Curse of the Conjurer!,Stefanya,Human,Marvel
The Curse of the Conjurer!,Shokkoth,Other,Marvel
"Heartbreak, Sunnyside Up",Monica,Human,Vertigo
Indestructible Creatures of Nightmare Island!,Chung Ka,Human,DC Comics
Indestructible Creatures of Nightmare Island!,Chandra Gopar,Human,DC Comics
,Arachne Coffin,Human,Charlton
,Professor Coffin,Human,Charlton
,Bruce,Animal,Disney
TPB,Laz,Other,Alterna Comics
,Marc Dacier,Human,Dupuis
Welcome to the Jungle: Part 2,Bob,Other,Dynamite Entertainment
,Henry Hobson,Human,Red Circle
,Rockerduck,Animal,Disney
Chasseur de primes,Elliot Belt,Human,Dargaud
,Paula Abdul,Human,Non-Fictional
The Big Top Bust?,Dr. Fly,Human,Marvel
Dance to the Murder,Sybill Mills,Human,Marvel
The Last Ballad of Laza-Lanti,Lord Of Dark Valley,Human,Marvel
,Rhonda Terry,Human,DC Comics
,Naomi Madison,Human,DC Comics
,Ed Wood,Human,Non-Fictional
Whom Gods Would Destroy!; Primeval Scream!; The Race is in the Running; Beware Mr. Wrinkles!; The Devil and Captain Marvel,Legion,God/Eternal,In the Public Domain
The Night of the Shadow!,Mildred Miller,Human,DC Comics
The Night of the Shadow!,Willy Hank Stamper,Human,DC Comics
The Night of the Shadow!,Thornton Swofford,Human,DC Comics
The Night of the Shadow!,Hawke,Human,DC Comics
The Night of the Shadow!,Wrenn,Human,DC Comics
The Night of the Shadow!,Corky Huggins,Human,DC Comics
,Lawful Lem,Human,Charlton
-,Little Hiawatha,Human,Disney
,Sunflower,Human,Disney
,Big Chief,Human,Disney
Walt Disney's Donald Duck,James,Animal,Disney
Zio Paperone e il vero finto furto,White Buffalo,Human,Disney
Confrontation!,Loc Do,Human,Marvel
All Pieces of Fear!,Chino,Human,Marvel
All Pieces of Fear!,Janice Caccone,Human,Marvel
The Haunter of the Dark!,Robert Blake,Human,In the Public Domain
The Alien Jungle,Numa,Animal,In the Public Domain
Mystery Mission to Metropolis!,Teddy Sykes,Human,DC Comics
Lilo & Stitch,Jumba,Alien,Disney
,Angel,Human,Marvel
Citadel of Vengeance!,Triple-Iron,Human,Marvel
Deathwatch!,Dawg,Animal,Marvel
"Shang Chi, Master of Kung Fu!",Tak,Human,Marvel
Hâ€¦ as in Hulkâ€¦ Hellâ€¦ and Holocaust!,Laurox The Lecherous,Other,Marvel
Tower of Blood!,Dromek,Other,Marvel
Duel of the Diamond Demons!; The Last Headline!,Dale Smith,Human,DC Comics
Duel of the Diamond Demons!; The Last Headline!,Zack Dawson,Human,DC Comics
The Corpse That Wouldn't Die,Debbie Manton,Human,DC Comics
"""The Threat of  the Two-Headed Coin""",Hotsy Totter,Human,DC Comics
"""The Threat of  the Two-Headed Coin""",Harry Higby,Human,DC Comics
"Linda Danvers, Superstar",General John Harris,Human,DC Comics
"""The Threat of  the Two-Headed Coin""",Samuel Smith-Smythe,Human,DC Comics
Our Second Amendment Issue: Chapter Four - March of the Wooden Soldiers,Big Ned,Human,Vertigo
The Ballad of Batman,Roger Stanton,Human,DC Comics
,Brenda Buckler,Human,Warren
,Demmy Marston,Human,Marvel
Weapon of the Soul,Korain,Human,Marvel
The Fury of Iron Fist!,Harold Meachum,Human,Marvel
Death Regiments Beneath,Tanzika,Human,Marvel
Call them triad... call them death!,Kate Fraser,Mutant,Marvel
The Hour of The Dragon,Xaltotun,Other,Marvel
The Sea That Time Forgot,Thakos,Other,Marvel
Frankenstein 1973--Chapter Two!,Dr. Owen Wallach,Human,Marvel
,HAL-9000,Robot,Marvel
The World Beyond!,Silent One,Other,Marvel
Night of the Gargoyle!,Tavashtri,Other,Marvel
Menace of the Energy-Blackmailers! / The Magic Master of Krypton!,Maz-Ma,Human,DC Comics
Mary Marvel Meets Sivana,Georgia Sivana,Human,DC Comics
Confrontation!,Marty March,Human,Marvel
"""Spike Spalding""",George Washington,Human,Non-Fictional
Flying Fists And Glamour!,Sun Girl,Human,Marvel
The Coming Of The Magician,The Magician,Human,Marvel
Black Spectre,Black Spectre,Human,Marvel
The Made to Order Menace / The King of the Jungle Contract!,Johnny Nevada,Human,DC Comics
The Vampiric Verses Part 4 of 5: Torn on the Bayou,Avlekete,God/Eternal,In the Public Domain
,Kui Xing,God/Eternal,In the Public Domain
"Bride Of The Panther, Part 5: Here Come A Storm",Ghekre,God/Eternal,In the Public Domain
,Ay,God/Eternal,In the Public Domain
,Koyash,God/Eternal,Marvel
,Slippy,Animal,Nintendo
Alla ricerca di Nemo,Anchor,Animal,Disney
Last Jet to Gotham,Joe Angel,Human,DC Comics
Hail Emperor Penguin!,King Peeble IV,Human,DC Comics
The Entropy Twins & Killjoy,Killjoy,Human,Charlton
Minni e la canzone del sole,Jim Cocorina,Animal,Disney
,Jeesala,Human,Marvel
Untitled,Francis,Human,Shadowline
Act 2 (of 3),Jodoin,Infection,Chaos! Comics
Night of the Laughing Dead,Ayla Prentiss,Human,Marvel
Nowhere to Go But Down,Ruth Hart,Human,Marvel
,The Prairie Kid,Human,Marvel
Ship of Fiends!,Dexter Bixby,Human,Marvel
On the Trail of the Amazing Spider-Man!,Fox,Human,Marvel
Lo! The Eggs Shall Hatch!,Mr. Rasputin,Human,Marvel
Tarzan of the Apes,Sheeta,Animal,In the Public Domain
,Stanley Obroski,Human,DC Comics
,Asclepius,God/Eternal,In the Public Domain
,Tom Orman,Human,DC Comics
,Bill West,Human,DC Comics
"The Circle, Conclusion: A Time Of Reckoning",Megalodon,Animal,In the Public Domain
Captain Marvel Gets a Secretary,Joan Jameson,Human,DC Comics
The Warrior Wake of Zinda Blake,Falseface,Human,DC Comics
,Courtney Love,Human,Non-Fictional
More Cartoons by Pat Oliphant,Paula Jones,Human,Non-Fictional
,Mariah Carey,Human,Non-Fictional
Blueprint For Crime,Billy Gunn,Human,DC Comics
HC,Teri Hatcher,Human,Non-Fictional
,Alex Trebek,Human,Non-Fictional
,George Michael,Human,Non-Fictional
,Raphael,Human,Non-Fictional
,Jessica Hahn,Human,Non-Fictional
,Rosie O'Donnell,Human,Non-Fictional
,Dennis Rodman,Human,Non-Fictional
Battle Ground Earth,William Payton,Human,DC Comics
,Anthony Hopkins,Human,Non-Fictional
The Amazing Starman,Woodley Allen,Human,DC Comics
,Yang,Human,Charlton
,Hyena,Human,SNK Playmore
,Fleur,Other,Warren
The Behemoth!,Baron Thunder,Human,Marvel
Quest For Cats!,Grigar,Other,Marvel
The Dragon From the Inland Sea!,Rachalla,Human,Marvel
IT!,Dr. Vault,Human,Marvel
Back To The Beginning,Captain Thunder,Human,Heroic Publishing
Catwoman's Circus Caper!,Bernie Byrd,Human,DC Comics
Catwoman's Circus Caper!,The Scorpion,Human,DC Comics
Catwoman's Circus Caper!,The Stingray,Human,DC Comics
Catwoman's Circus Caper!,The Owl,Human,DC Comics
Catwoman's Circus Caper!,The Shooting Star,Human,DC Comics
"15 Minutes, Part 1",Jenny,Mutant,Wildstorm
SWEET CHASTITY,Vincent von Frankenstein,Human,Penthouse Comics
Ternak! The Monster Who Walks the Midnight Snows!,Ternak,Other,Marvel
The Warrior and the Were-Woman!,Lilitu the Werewoman,Other,Marvel
Origin of the Ape-Man Book One / Tarzan's First Christmas / John Carter of Mars: Chapter One: Arrival!,Sabor,Animal,In the Public Domain
,Meriem,Human,In the Public Domain
The Dragonfly Invasion of Metropolis! / The Princess and the Glass Treeman!,Mark Hall,Human,DC Comics
,Derek Almond,Human,Vertigo
The Dragonfly Invasion of Metropolis! / The Princess and the Glass Treeman!,El-Kin,Alien,DC Comics
Cry Of The Native!,F A Schist,Human,Marvel
Curse of the Golden Skull!,Princess Yolinda,Human,Marvel
Curse of the Golden Skull!,Rotath,Human,Marvel
"We, the Gargoyles",Granitor,Alien,Marvel
"Protectors of Earth, Inc.",David Trump,Human,DC Comics
The Impossible Escape,Ingrid Borg,Human,DC Comics
The Impossible Escape,Ali Faroosh,Human,DC Comics
Moon of the Wolf,Anthony Lupus,Mutant,DC Comics
Moon of the Wolf,Janet Bonner,Human,DC Comics
,Skrull Hawkeye,Alien,Marvel
Balance of Power!: Beware! The Black Star Shines!; Attack of the Star-Bolt Warrior!,Libra,Human,DC Comics
Flame Winds of Lost Khitai!,Amytis,Human,Marvel
"Vol. 2, No. 2",Sabre,Human,Eclipse
Tarzan of the Apes,Tantor,Animal,In the Public Domain
The Wizard with the Golden Eye! / Blind Date!,Gunther Jacoby,Human,DC Comics
Oh Say Does That Star Spangled Banner Yet Wave?,Prez Rickard,Human,DC Comics
Oh Say Does That Star Spangled Banner Yet Wave?,Eagle Free,Human,DC Comics
Mister Miracle Super Escape Artist Chapter One; The Secret Gun! Chapter Two; Lightning Action and Battle Thunder Chapter Three; The Real Big Barda Chapter Four,Shilo Norman,Human,DC Comics
,Arthur Lemming,Human,Warren
A Galaxy Consumed!,Avalon,Other,Marvel
The Ruthless Reducers,Brak,Alien,DC Comics
"Best of a Bad Lot, Part 3: Eye Candy",Rotten,Mutant,Wildstorm
Terra Incognita,Narvarth,Human,Soleil
7th War Loan : And It Isn't Superman Who's Doing This - It's the American People!,Wizard Of Wokit,Alien,DC Comics
The Babe of Steel!; The Strange Bodies of Supergirl!,Lenora Lemaris,Other,DC Comics
"Another Zany Superman Adventure with Hocus and Pocus, Magicians by Accident : Amazing! Terrific!",Conrad The Conjurer,Human,DC Comics
"Another Zany Superman Adventure with Hocus and Pocus, Magicians by Accident : Amazing! Terrific!",Gregor The Great,Human,DC Comics
Introducing Hocus and Pocus Magicians by Accident,Moiton,Animal,DC Comics
The Other Side of the World!,Patch-Eye Pete,Human,DC Comics
Terra Incognita,Callista,Human,Soleil
Paperinik e il binocolo di scappamento (p.2),Chattie Chipmunk,Animal,Disney
The Man Who Stole from Batman,The Grasshopper,Human,DC Comics
"""The Bruce Wayne Murder Case!""",Luke Graham,Human,DC Comics
The Thing Called Metallo!,Metallo,Human,Marvel
,Kat Nipp,Animal,Disney
When The Witch Doctor Strikes!,Warroo,Human,Marvel
The Feathered Serpent Strikes!,Patricia Savage,Human,Dynamite Entertainment
Washington Nightmare!,Mint Julep,Human,Marvel
The Man Who Murdered Metropolis!; The Warriors of Lightning Valley!,Vanaria,Alien,DC Comics
The Man Who Murdered Metropolis!; The Warriors of Lightning Valley!,Art-Al,Alien,DC Comics
,Brilliant Brain,Other,Kitchen Sink
Des barbelÃ©s sur la prairie,Cass Casey,Human,Dargaud
"""The Trap"" & ""Reunion!""",Iron Wolf,Human,DC Comics
Comes the Hangman,Professor Makko,Human,Marvel
The Snake Death,Sir Denis Nayland Smith,Human,In the Public Domain
A Dark and Stormy Knight,Chandu,Human,Marvel
"Sandra of the Secret Service: ""The Gavonian Affair, Part 10 (of 13)""",King Richard the Lion-Hearted,Human,Non-Fictional
"Jack Woods: ""Damsel In Distress""",John I of England,Human,Non-Fictional
He Who Saves,Kerwin J. Broderick,Human,Marvel
He Who Saves,Dark Messiah,Human,Marvel
The Keeper of the Eternal Flame! / Let my People Live!,Skagerrak,Animal,DC Comics
A Very Special Spy,Peter Voss,Human,DC Comics
A Very Special Spy,B. B. Sanford,Human,DC Comics
A Very Special Spy,Bill Bradshaw,Human,DC Comics
A Very Special Spy,Hans Voss,Human,DC Comics
Comes the Hangman,Clary Winter,Human,Marvel
"The Good, The Bad, And The Uncanny!",Igron The Invincible,God/Eternal,Marvel
Voyage Into Chaos!,Virago,Alien,Marvel
Death Regiments Beneath,Zatama,Human,Marvel
Don't Mess With Black Mariah!,Flea,Human,Marvel
Out of Hell - A Hero!,Billy Bob Rackham,Human,Marvel
"Cippino, Casimiro e il compito impossibile",Castorino,Animal,Disney
The Day Of The Druid!,Asti,Alien,Marvel
The Coming of the War-Lord!,Warlord,Human,Marvel
Ghosts,Emanuel Swedenborg,Human,Non-Fictional
The Secret of the Eighth Superman!,Winchem,Human,DC Comics
Invasion of the Chessmen,Chess King,Human,DC Comics
Invasion of the Chessmen,Queen Errant,Human,DC Comics
"Shilo Norman, Super Trouble!",Professor Egg,Human,DC Comics
"Shilo Norman, Super Trouble!",Attu,Other,DC Comics
"Shilo Norman, Super Trouble!",Professor Exe,Human,DC Comics
Who Knows What Evil?,Al Gromm,Human,DC Comics
Who Knows What Evil?,Bammy Stone,Human,DC Comics
The Reluctant Bridegroom,Johnny Quick,Human,DC Comics
,Winky,Animal,DC Comics
Prog 147,Judge Minty,Human,Rebellion
Apocalypse Affliction!,Quantum Leaper,Human,Kitchen Sink
Shell Shock,Pterano-Man,Human,Kitchen Sink
,Ginny Sweethips,Human,Eclipse
,Ms. Megaton Man,Human,Kitchen Sink
,Niels Bohr,Human,Non-Fictional
,Cyb,Cyborg,Heavy Metal
,Saul,Human,In the Public Domain
Missing Links Part 1,Mr. Ramhoff,Human,Vertigo
At a Thousand Miles An Hour,Ceecee,Human,Vertigo
The Mists of Darkness (Part 3 of 4),Phoebe Frite,Human,Broadsword Comics
Part of the Old Testament,Bathsheba,Human,In the Public Domain
,Abner Perry,Human,In the Public Domain
Edgar Rice Burroughs' John Carter of Mars,Phaidor,Alien,Dynamite Entertainment
Edgar Rice Burroughs' John Carter of Mars,Issus,Alien,Dynamite Entertainment
The Blood Sacrifice of Amanda Saint,Amanda Saint,Human,Marvel
The Blood Sacrifice of Amanda Saint,Hodiah Twist,Human,Marvel
The Blood Sacrifice of Amanda Saint,Conrad Jeavons,Human,Marvel
Prog 24,King Karat,Human,Rebellion
Into the Dark Nebula!,Xorr,Alien,Marvel
,Tom Cruise,Human,Non-Fictional
To Kill A Thunder God!,Morduk,God/Eternal,Marvel
The Hate of the Harpy,Talia,Human,Marvel
The Hordes of Hell,Snake-Dance,Human,Marvel
Gog Cometh,Victorius,Human,Marvel
Frammenti d'estate,Eric Lyndon,Human,Disney
Wild Week-End in Washington! / A Tale of Time and Tide!,Mr. J,Human,DC Comics
Wild Week-End in Washington! / A Tale of Time and Tide!,Zim-El,Alien,DC Comics
Wild Week-End in Washington! / A Tale of Time and Tide!,Kil-Gor,Alien,DC Comics
Wild Week-End in Washington! / A Tale of Time and Tide!,Har-No,Alien,DC Comics
The Spook's Master Stroke!,Davy King,Human,DC Comics
The Demon Lives Again!,Tommy Duffy,Human,DC Comics
The Spook's Master Stroke!,Van Sicklen,Human,DC Comics
The Wife of Superman!,Lena Luthor,Human,DC Comics
,Mr. Bones,Other,Charlton
,Joe Carlucci,Human,Charlton
The Beginning,The Knight,Human,Charlton
The Life and Times of Scrooge McDuck - Chapter 1: The Last of the Clan McDuck,Hortense McDuck,Animal,Disney
"Prisoners of Kuurgo, Master of Planet X!",Kurrgo,Alien,Marvel
Wind Eagle In Flight,Windeagle,Human,Marvel
Christmas in Bedlam!,Sorrow,God/Eternal,Marvel
The Coming Of Lorna,Lorna,Human,Marvel
,Mike Tyson,Human,Non-Fictional
When Satan Stalked the Earth,Victoria Hellstrom,Human,Marvel
The Hand of Nergal!,Hildico Of Brythunia,Human,Marvel
,Combat Kelly,Human,Marvel
Tarzan of the Apes,Jane Porter,Human,In the Public Domain
The Return of Tarzan,Hazel Strong,Human,In the Public Domain
PKNA Speciale 97: Missing,Urk,Animal,Disney
Tarzan of the Apes,William Clayton,Human,In the Public Domain
The World Beneath the North Pole! / The Man in the Public Eye!,Dr. Vernon Lombard,Human,DC Comics
The World Beneath the North Pole! / The Man in the Public Eye!,Jim Fawcett,Human,DC Comics
The World Beneath the North Pole! / The Man in the Public Eye!,Dan Reed,Human,DC Comics
The Astonishing Arch Enemy/The Nicest Guy in the World/The Original Captain Marvel Fights Niatpac Levram,Sunny Sparkle,Human,DC Comics
The Man Who Wasn't!/The World's Toughest Guy!/Battle Of Any Century,Rowdy Sparkle,Human,DC Comics
The Challenge of Terra-Man! / The Origin of Terra-Man,Archie Bunker,Human,EC
The Challenge of Terra-Man! / The Origin of Terra-Man,Edith Bunker,Human,DC Comics
Oh Say Does That Star Spangled Banner Yet Wave?,Boss Smiley,Other,DC Comics
Mister Miracle Super Escape Artist Chapter One; The Secret Gun! Chapter Two; Lightning Action and Battle Thunder Chapter Three; The Real Big Barda Chapter Four,Mr Fez,Human,DC Comics
Hunting,Chimera,God/Eternal,In the Public Domain
Midway Madness,Rychen,Other,DC Comics
The Jokers Five-Way Revenge!,Packy White,Human,DC Comics
The Jokers Five-Way Revenge!,Philly Jack Barton,Human,DC Comics
The Jokers Five-Way Revenge!,Bigger Melvin,Human,DC Comics
The Jokers Five-Way Revenge!,Bing Hooley,Human,DC Comics
Come Stay With Me,Wilson,Human,Charlton
Come Stay With Me,Frederick De Witt,Human,Charlton
,Manannan mac Lir,God/Eternal,In the Public Domain
And Men Shall Call Him... Warlock,Jason Grey,Human,Marvel
Day of the Prophet,Astrella,Human,Marvel
Voyage Into Chaos!,Elanna,Other,Marvel
Voyage Into Chaos!,Orrek,Other,Marvel
The Trial Of The Gods,Hymir,God/Eternal,In the Public Domain
The Trial Of The Gods,Princess Rinda,God/Eternal,Marvel
Rumble on Planet 3!,War-Head,Other,Marvel
Tarzan and the Jewels of Opar,Busuli,Human,In the Public Domain
The Bride of Bizarro!,Abominable Snowman,Human,DC Comics
The Nightmare Maker!; The Face on the Falling Star!,Mag-El,Alien,DC Comics
The Nightmare Maker!; The Face on the Falling Star!,Jaki,Alien,DC Comics
"Heartbreak, Sunnyside Up",Phil,Human,Vertigo
Arms Around the World; Interlude-Tween Twilight & Midnight,Hyapatia Lee,Human,Non-Fictional
,Bunny Bleu,Human,Non-Fictional
Full Circle; Cross the River of Dreams,Porsche Lynn,Human,Non-Fictional
Superstars of Erotica,Christy Canyon,Human,Non-Fictional
Full Circle; Cross the River of Dreams,Tracey Adams,Human,Non-Fictional
,Jake,Other,Top Cow
La vera storia dei Gummi's,Zummi,Animal,Disney
Arms Around the World; Interlude-Tween Twilight & Midnight,Seka,Human,Non-Fictional
"Vol. 7, No. 4",Marilyn Chambers,Human,Non-Fictional
"Wet, Part 4",Miss Soluna,Human,Vertigo
King David,Nabal,Human,In the Public Domain
At a Thousand Miles An Hour,Donatella,Human,Vertigo
Mommy's Girl,Weasel,Animal,Vertigo
The Tide of Battle,Van Tun Bor,Alien,Dynamite Entertainment
,Thuvia,Alien,In the Public Domain
,Annie Sprinkle,Human,Non-Fictional
Journey to the Golden Star,Sssthgar,Alien,Marvel
The Prince and the Pirate,Dr. Hydro,Human,Marvel
"The Phantom From 5,000 Fathoms",Captain Omen,Human,Marvel
Mary Shelley's Frankenstein,Canute,Human,Marvel
Time Out Of Mind!,Slitherogue,Alien,Marvel
,Helgi,Human,Marvel
Fury in the Desert!,Lt. Gernois,Human,DC Comics
The Return of Tarzan,Alexis Paulvitch,Human,In the Public Domain
Trauma,Gorthan,Alien,Disney
The Quick and the Dead!,Madame Evil Eyes,Human,DC Comics
The Quick and the Dead!,Watson,Human,DC Comics
"The Deadly Numbers Game! and ""The ""Batman Nobody Knows""",Gil Adams,Human,DC Comics
"The Deadly Numbers Game! and ""The ""Batman Nobody Knows""",Amos Raven,Human,DC Comics
Mickey bouffon de FranÃ§ois Ier (p.1),Anne Boleyn,Human,Non-Fictional
"The Deadly Numbers Game! and ""The ""Batman Nobody Knows""",Jimmy Duffy,Human,DC Comics
"The Deadly Numbers Game! and ""The ""Batman Nobody Knows""",Willie The Horse,Animal,DC Comics
Meet Captain Triumph,Captain Triumph,Human,DC Comics
A Realm Besieged!,King Kamuu,Other,Marvel
A Realm Besieged!,Queen Zartra,Human,Marvel
A Realm Besieged!,Ocar,Other,Marvel
A Realm Besieged!,Zapal,Other,Marvel
Whipsaw!,Roxanne Gilbert,Human,Marvel
The Queen Of Outer Space,Kinetics,Human,AC Comics
"The Phantom From 5,000 Fathoms",Filius,Human,Marvel
And Men Shall Call Him... Warlock,Khobra,Other,Marvel
The Dreams of Death!,Cyrus Black,Human,Marvel
The Blood-Jewel of Bel-Hisaar!,Suwaan,Human,Marvel
,Sister Angelique,Human,Marvel
Secret of the Phantom Quarterback! / The Headband Warriors of Krypton!,Phantom Quarterback,Other,DC Comics
Secret of the Phantom Quarterback! / The Headband Warriors of Krypton!,Frederic Fowe,Human,DC Comics
